# of elements,operation,duration (ns)
308510,Delete,1225
308510,Memory,8723304
308610,Insert,1432
308610,Find,814
308610,Delete,1047
308610,Memory,8720328
308710,Insert,1539
308710,Find,731
308710,Delete,1109
308710,Memory,8720536
308810,Insert,1456
308810,Find,644
308810,Delete,1140
308810,Memory,8706408
308910,Insert,1192
308910,Find,705
308910,Delete,998
308910,Memory,8732152
309010,Insert,1578
309010,Find,716
309010,Delete,963
309010,Memory,8728712
309110,Insert,1291
309110,Find,748
309110,Delete,1327
309110,Memory,8732456
309210,Insert,1322
309210,Find,660
309210,Delete,1210
309210,Memory,8736744
309310,Insert,2167
309310,Find,754
309310,Delete,994
309310,Memory,8734984
309410,Insert,1604
309410,Find,1013
309410,Delete,1247
309410,Memory,8750408
309510,Insert,1568
309510,Find,607
309510,Delete,920
309510,Memory,8747368
309610,Insert,1165
309610,Find,750
309610,Delete,1003
309610,Memory,8751128
309710,Insert,1076
309710,Find,458
309710,Delete,1084
309710,Memory,8751208
309810,Insert,1211
309810,Find,614
309810,Delete,1064
309810,Memory,8742776
309910,Insert,1820
309910,Find,1003
309910,Delete,1269
309910,Memory,8743848
310010,Insert,1242
310010,Find,671
310010,Delete,1015
310010,Memory,8756792
310110,Insert,1238
310110,Find,636
310110,Delete,931
310110,Memory,8759944
310210,Insert,1163
310210,Find,722
310210,Delete,875
310210,Memory,8761848
310310,Insert,1253
310310,Find,640
310310,Delete,1127
310310,Memory,8762024
310410,Insert,1083
310410,Find,757
310410,Delete,1026
310410,Memory,8761144
310510,Insert,1909
310510,Find,701
310510,Delete,1120
310510,Memory,8772872
310610,Insert,1297
310610,Find,624
310610,Delete,1068
310610,Memory,8786488
310710,Insert,1190
310710,Find,679
310710,Delete,1057
310710,Memory,8777640
310810,Insert,1778
310810,Find,1037
310810,Delete,1777
310810,Memory,8791832
310910,Insert,2039
310910,Find,1000
310910,Delete,1428
310910,Memory,8776008
311010,Insert,1482
311010,Find,669
311010,Delete,943
311010,Memory,8780712
311110,Insert,1381
311110,Find,688
311110,Delete,879
311110,Memory,8779912
311210,Insert,1446
311210,Find,724
311210,Delete,1045
311210,Memory,8793912
311310,Insert,1397
311310,Find,709
311310,Delete,991
311310,Memory,8807272
311410,Insert,1291
311410,Find,707
311410,Delete,1071
311410,Memory,8799880
311510,Insert,1517
311510,Find,672
311510,Delete,863
311510,Memory,8805224
311610,Insert,1243
311610,Find,700
311610,Delete,936
311610,Memory,8813800
311710,Insert,1138
311710,Find,571
311710,Delete,1202
311710,Memory,8806600
311810,Insert,1059
311810,Find,708
311810,Delete,980
311810,Memory,8797272
311910,Insert,1276
311910,Find,667
311910,Delete,1111
311910,Memory,8819400
312010,Insert,1207
312010,Find,660
312010,Delete,999
312010,Memory,8813944
312110,Insert,1275
312110,Find,705
312110,Delete,1033
312110,Memory,8811272
312210,Insert,2444
312210,Find,1132
312210,Delete,1479
312210,Memory,8813192
312310,Insert,1116
312310,Find,666
312310,Delete,1036
312310,Memory,8814184
312410,Insert,1584
312410,Find,628
312410,Delete,1133
312410,Memory,8838040
312510,Insert,1254
312510,Find,702
312510,Delete,1015
312510,Memory,8826696
312610,Insert,1181
312610,Find,639
312610,Delete,1296
312610,Memory,8845752
312710,Insert,1644
312710,Find,669
312710,Delete,866
312710,Memory,8834248
312810,Insert,1699
312810,Find,694
312810,Delete,1374
312810,Memory,8837528
312910,Insert,1589
312910,Find,602
312910,Delete,868
312910,Memory,8832136
313010,Insert,1194
313010,Find,669
313010,Delete,1073
313010,Memory,8844840
313110,Insert,2798
313110,Find,1507
313110,Delete,1954
313110,Memory,8845640
313210,Insert,1109
313210,Find,639
313210,Delete,999
313210,Memory,8843784
313310,Insert,1039
313310,Find,731
313310,Delete,1026
313310,Memory,8852552
313410,Insert,1759
313410,Find,720
313410,Delete,1019
313410,Memory,8866792
313510,Insert,1026
313510,Find,746
313510,Delete,1130
313510,Memory,8855912
313610,Insert,1222
313610,Find,675
313610,Delete,1136
313610,Memory,8858440
313710,Insert,1159
313710,Find,665
313710,Delete,1065
313710,Memory,8870600
313810,Insert,997
313810,Find,626
313810,Delete,1052
313810,Memory,8873752
313910,Insert,1268
313910,Find,610
313910,Delete,935
313910,Memory,8873480
314010,Insert,1566
314010,Find,862
314010,Delete,1309
314010,Memory,8868552
314110,Insert,1400
314110,Find,674
314110,Delete,991
314110,Memory,8873928
314210,Insert,1410
314210,Find,712
314210,Delete,1003
314210,Memory,8877240
314310,Insert,1638
314310,Find,654
314310,Delete,1007
314310,Memory,8876552
314410,Insert,1774
314410,Find,737
314410,Delete,1042
314410,Memory,8884808
314510,Insert,1300
314510,Find,690
314510,Delete,991
314510,Memory,8890376
314610,Insert,1148
314610,Find,733
314610,Delete,1065
314610,Memory,8887784
314710,Insert,1256
314710,Find,554
314710,Delete,1314
314710,Memory,8886344
314810,Insert,1854
314810,Find,875
314810,Delete,1160
314810,Memory,8893656
314910,Insert,1369
314910,Find,600
314910,Delete,1029
314910,Memory,8891720
315010,Insert,1350
315010,Find,744
315010,Delete,1091
315010,Memory,8896584
315110,Insert,1197
315110,Find,634
315110,Delete,885
315110,Memory,8897288
315210,Insert,1040
315210,Find,651
315210,Delete,936
315210,Memory,8898584
315310,Insert,1408
315310,Find,589
315310,Delete,956
315310,Memory,8902888
315410,Insert,1256
315410,Find,688
315410,Delete,1036
315410,Memory,8914360
315510,Insert,1221
315510,Find,631
315510,Delete,1075
315510,Memory,8911400
315610,Insert,1024
315610,Find,663
315610,Delete,1099
315610,Memory,8921656
315710,Insert,1055
315710,Find,573
315710,Delete,1012
315710,Memory,8925288
315810,Insert,1129
315810,Find,660
315810,Delete,1081
315810,Memory,8924520
315910,Insert,1210
315910,Find,685
315910,Delete,1078
315910,Memory,8941608
316010,Insert,2290
316010,Find,630
316010,Delete,1185
316010,Memory,8931432
316110,Insert,1279
316110,Find,793
316110,Delete,1108
316110,Memory,8928424
316210,Insert,1107
316210,Find,647
316210,Delete,955
316210,Memory,8934248
316310,Insert,1684
316310,Find,879
316310,Delete,1192
316310,Memory,8928808
316410,Insert,1480
316410,Find,636
316410,Delete,1027
316410,Memory,8938696
316510,Insert,1426
316510,Find,784
316510,Delete,1119
316510,Memory,8938872
316610,Insert,1218
316610,Find,629
316610,Delete,964
316610,Memory,8940296
316710,Insert,1324
316710,Find,684
316710,Delete,1005
316710,Memory,8947304
316810,Insert,1496
316810,Find,692
316810,Delete,939
316810,Memory,8950824
316910,Insert,2423
316910,Find,1049
316910,Delete,1422
316910,Memory,8961816
317010,Insert,1673
317010,Find,616
317010,Delete,1123
317010,Memory,8962376
317110,Insert,1412
317110,Find,948
317110,Delete,1325
317110,Memory,8960088
317210,Insert,1832
317210,Find,599
317210,Delete,958
317210,Memory,8966888
317310,Insert,1307
317310,Find,703
317310,Delete,1079
317310,Memory,8956136
317410,Insert,1398
317410,Find,609
317410,Delete,982
317410,Memory,8969704
317510,Insert,2185
317510,Find,1038
317510,Delete,1342
317510,Memory,8967144
317610,Insert,1469
317610,Find,634
317610,Delete,965
317610,Memory,8973416
317710,Insert,2086
317710,Find,1156
317710,Delete,2041
317710,Memory,8969400
317810,Insert,1545
317810,Find,857
317810,Delete,1250
317810,Memory,8973064
317910,Insert,1226
317910,Find,667
317910,Delete,869
317910,Memory,8975736
318010,Insert,1253
318010,Find,630
318010,Delete,932
318010,Memory,8984584
318110,Insert,1357
318110,Find,617
318110,Delete,1071
318110,Memory,8982040
318210,Insert,1439
318210,Find,667
318210,Delete,927
318210,Memory,8994280
318310,Insert,1483
318310,Find,778
318310,Delete,1006
318310,Memory,8983912
318410,Insert,1162
318410,Find,524
318410,Delete,1120
318410,Memory,8987976
318510,Insert,2296
318510,Find,624
318510,Delete,1027
318510,Memory,8988952
318610,Insert,1513
318610,Find,739
318610,Delete,1116
318610,Memory,9003336
318710,Insert,1393
318710,Find,683
318710,Delete,910
318710,Memory,9007272
318810,Insert,1357
318810,Find,579
318810,Delete,1312
318810,Memory,9006920
318910,Insert,1293
318910,Find,645
318910,Delete,865
318910,Memory,9008136
319010,Insert,1220
319010,Find,652
319010,Delete,961
319010,Memory,9007784
319110,Insert,1281
319110,Find,747
319110,Delete,998
319110,Memory,9018488
319210,Insert,1305
319210,Find,737
319210,Delete,1024
319210,Memory,9019432
319310,Insert,1874
319310,Find,777
319310,Delete,1121
319310,Memory,9019880
319410,Insert,1401
319410,Find,642
319410,Delete,1174
319410,Memory,9021928
319510,Insert,1620
319510,Find,623
319510,Delete,1014
319510,Memory,9031624
319610,Insert,1079
319610,Find,636
319610,Delete,1034
319610,Memory,9035336
319710,Insert,1371
319710,Find,686
319710,Delete,912
319710,Memory,9024440
319810,Insert,1395
319810,Find,661
319810,Delete,870
319810,Memory,9037640
319910,Insert,962
319910,Find,644
319910,Delete,1078
319910,Memory,9037000
320010,Insert,1486
320010,Find,677
320010,Delete,940
320010,Memory,9045064
320110,Insert,1388
320110,Find,784
320110,Delete,930
320110,Memory,9048648
320210,Insert,1727
320210,Find,657
320210,Delete,958
320210,Memory,9050184
320310,Insert,1350
320310,Find,680
320310,Delete,994
320310,Memory,9047736
320410,Insert,1662
320410,Find,711
320410,Delete,1011
320410,Memory,9062440
320510,Insert,1527
320510,Find,684
320510,Delete,1200
320510,Memory,9047560
320610,Insert,1902
320610,Find,855
320610,Delete,1339
320610,Memory,9056840
320710,Insert,1005
320710,Find,648
320710,Delete,1072
320710,Memory,9059368
320810,Insert,2410
320810,Find,642
320810,Delete,1163
320810,Memory,9059624
320910,Insert,1200
320910,Find,688
320910,Delete,1099
320910,Memory,9065912
321010,Insert,1416
321010,Find,726
321010,Delete,976
321010,Memory,9066984
321110,Insert,1845
321110,Find,1029
321110,Delete,1233
321110,Memory,9081192
321210,Insert,1675
321210,Find,731
321210,Delete,909
321210,Memory,9074568
321310,Insert,1429
321310,Find,723
321310,Delete,950
321310,Memory,9061320
321410,Insert,1525
321410,Find,632
321410,Delete,975
321410,Memory,9074344
321510,Insert,1269
321510,Find,712
321510,Delete,1120
321510,Memory,9076296
321610,Insert,921
321610,Find,610
321610,Delete,1087
321610,Memory,9087528
321710,Insert,1537
321710,Find,744
321710,Delete,1097
321710,Memory,9094248
321810,Insert,1529
321810,Find,703
321810,Delete,1048
321810,Memory,9095432
321910,Insert,1323
321910,Find,741
321910,Delete,1072
321910,Memory,9092920
322010,Insert,1448
322010,Find,871
322010,Delete,929
322010,Memory,9092040
322110,Insert,1349
322110,Find,1054
322110,Delete,1270
322110,Memory,9099128
322210,Insert,1873
322210,Find,720
322210,Delete,848
322210,Memory,9103144
322310,Insert,1343
322310,Find,655
322310,Delete,1324
322310,Memory,9110536
322410,Insert,1444
322410,Find,727
322410,Delete,1150
322410,Memory,9111784
322510,Insert,3306
322510,Find,1214
322510,Delete,1651
322510,Memory,9106296
322610,Insert,1489
322610,Find,607
322610,Delete,860
322610,Memory,9113672
322710,Insert,1426
322710,Find,715
322710,Delete,1028
322710,Memory,9113656
322810,Insert,1205
322810,Find,586
322810,Delete,1159
322810,Memory,9123720
322910,Insert,1457
322910,Find,685
322910,Delete,992
322910,Memory,9125576
323010,Insert,4360
323010,Find,628
323010,Delete,1090
323010,Memory,9120776
323110,Insert,1478
323110,Find,744
323110,Delete,1012
323110,Memory,9122392
323210,Insert,1329
323210,Find,675
323210,Delete,1063
323210,Memory,9130696
323310,Insert,2016
323310,Find,691
323310,Delete,1016
323310,Memory,9131800
323410,Insert,1170
323410,Find,658
323410,Delete,945
323410,Memory,9146344
323510,Insert,1219
323510,Find,707
323510,Delete,946
323510,Memory,9135736
323610,Insert,1339
323610,Find,689
323610,Delete,960
323610,Memory,9149128
323710,Insert,1287
323710,Find,700
323710,Delete,850
323710,Memory,9150680
323810,Insert,1555
323810,Find,683
323810,Delete,868
323810,Memory,9148104
323910,Insert,1604
323910,Find,833
323910,Delete,1362
323910,Memory,9143416
324010,Insert,1315
324010,Find,525
324010,Delete,1064
324010,Memory,9159112
324110,Insert,1492
324110,Find,677
324110,Delete,923
324110,Memory,9163208
324210,Insert,1630
324210,Find,731
324210,Delete,1268
324210,Memory,9153288
324310,Insert,1193
324310,Find,665
324310,Delete,1209
324310,Memory,9166952
324410,Insert,1778
324410,Find,1231
324410,Delete,1728
324410,Memory,9153912
324510,Insert,1322
324510,Find,655
324510,Delete,1074
324510,Memory,9158952
324610,Insert,1275
324610,Find,735
324610,Delete,1036
324610,Memory,9167720
324710,Insert,1400
324710,Find,660
324710,Delete,1038
324710,Memory,9168776
324810,Insert,1291
324810,Find,685
324810,Delete,997
324810,Memory,9161752
324910,Insert,1404
324910,Find,737
324910,Delete,1026
324910,Memory,9189064
325010,Insert,1635
325010,Find,656
325010,Delete,1251
325010,Memory,9183640
325110,Insert,1203
325110,Find,680
325110,Delete,1051
325110,Memory,9178344
325210,Insert,1591
325210,Find,605
325210,Delete,982
325210,Memory,9187352
325310,Insert,1159
325310,Find,672
325310,Delete,1124
325310,Memory,9191816
325410,Insert,1285
325410,Find,695
325410,Delete,1305
325410,Memory,9194312
325510,Insert,1336
325510,Find,661
325510,Delete,1082
325510,Memory,9190248
325610,Insert,1353
325610,Find,751
325610,Delete,1026
325610,Memory,9196168
325710,Insert,1360
325710,Find,747
325710,Delete,918
325710,Memory,9205832
325810,Insert,1231
325810,Find,739
325810,Delete,1183
325810,Memory,9204760
325910,Insert,1567
325910,Find,664
325910,Delete,893
325910,Memory,9211912
326010,Insert,1404
326010,Find,770
326010,Delete,1024
326010,Memory,9211416
326110,Insert,1571
326110,Find,750
326110,Delete,1251
326110,Memory,9213992
326210,Insert,1187
326210,Find,846
326210,Delete,1032
326210,Memory,9217880
326310,Insert,1841
326310,Find,632
326310,Delete,937
326310,Memory,9207624
326410,Insert,1418
326410,Find,744
326410,Delete,1043
326410,Memory,9226088
326510,Insert,1439
326510,Find,770
326510,Delete,1060
326510,Memory,9222184
326610,Insert,1475
326610,Find,731
326610,Delete,1014
326610,Memory,9222120
326710,Insert,1517
326710,Find,725
326710,Delete,951
326710,Memory,9234216
326810,Insert,1385
326810,Find,674
326810,Delete,843
326810,Memory,9238120
326910,Insert,1302
326910,Find,621
326910,Delete,1008
326910,Memory,9239200
327010,Insert,1311
327010,Find,698
327010,Delete,1031
327010,Memory,9236392
327110,Insert,1844
327110,Find,1149
327110,Delete,1467
327110,Memory,9238008
327210,Insert,1396
327210,Find,630
327210,Delete,1065
327210,Memory,9239368
327310,Insert,1851
327310,Find,1019
327310,Delete,1272
327310,Memory,9238760
327410,Insert,1863
327410,Find,753
327410,Delete,1552
327410,Memory,9249704
327510,Insert,1858
327510,Find,698
327510,Delete,1223
327510,Memory,9244808
327610,Insert,5761
327610,Find,671
327610,Delete,959
327610,Memory,9227000
327710,Insert,1122
327710,Find,680
327710,Delete,944
327710,Memory,9259080
327810,Insert,1606
327810,Find,821
327810,Delete,2178
327810,Memory,9263208
327910,Insert,1183
327910,Find,684
327910,Delete,1023
327910,Memory,9276328
328010,Insert,2462
328010,Find,1240
328010,Delete,1635
328010,Memory,9266808
328110,Insert,1102
328110,Find,662
328110,Delete,969
328110,Memory,9266376
328210,Insert,1478
328210,Find,732
328210,Delete,982
328210,Memory,9267512
328310,Insert,1773
328310,Find,737
328310,Delete,1022
328310,Memory,9291944
328410,Insert,1918
328410,Find,992
328410,Delete,1459
328410,Memory,9275232
328510,Insert,1226
328510,Find,814
328510,Delete,1252
328510,Memory,9283560
328610,Insert,1308
328610,Find,900
328610,Delete,1185
328610,Memory,9278888
328710,Insert,1445
328710,Find,747
328710,Delete,1068
328710,Memory,9282536
328810,Insert,1451
328810,Find,699
328810,Delete,905
328810,Memory,9287736
328910,Insert,1379
328910,Find,749
328910,Delete,981
328910,Memory,9295528
329010,Insert,962
329010,Find,591
329010,Delete,1268
329010,Memory,9290840
329110,Insert,1430
329110,Find,757
329110,Delete,935
329110,Memory,9293256
329210,Insert,1072
329210,Find,693
329210,Delete,938
329210,Memory,9302136
329310,Insert,1168
329310,Find,654
329310,Delete,958
329310,Memory,9296264
329410,Insert,2033
329410,Find,1072
329410,Delete,1653
329410,Memory,9300360
329510,Insert,2747
329510,Find,581
329510,Delete,1028
329510,Memory,9305064
329610,Insert,1849
329610,Find,1012
329610,Delete,1580
329610,Memory,9307320
329710,Insert,1521
329710,Find,638
329710,Delete,977
329710,Memory,9316712
329810,Insert,1398
329810,Find,862
329810,Delete,855
329810,Memory,9329688
329910,Insert,2075
329910,Find,882
329910,Delete,1224
329910,Memory,9328840
330010,Insert,1260
330010,Find,857
330010,Delete,1599
330010,Memory,9328536
330110,Insert,1637
330110,Find,686
330110,Delete,1116
330110,Memory,9321544
330210,Insert,1500
330210,Find,691
330210,Delete,1005
330210,Memory,9332104
330310,Insert,1098
330310,Find,631
330310,Delete,1167
330310,Memory,9340136
330410,Insert,1353
330410,Find,817
330410,Delete,962
330410,Memory,9322136
330510,Insert,1642
330510,Find,652
330510,Delete,1187
330510,Memory,9341928
330610,Insert,1292
330610,Find,775
330610,Delete,1216
330610,Memory,9339064
330710,Insert,1278
330710,Find,674
330710,Delete,1038
330710,Memory,9334248
330810,Insert,1391
330810,Find,879
330810,Delete,981
330810,Memory,9344696
330910,Insert,1463
330910,Find,767
330910,Delete,943
330910,Memory,9360200
331010,Insert,1069
331010,Find,741
331010,Delete,1198
331010,Memory,9351960
331110,Insert,1580
331110,Find,641
331110,Delete,979
331110,Memory,9354056
331210,Insert,1171
331210,Find,802
331210,Delete,971
331210,Memory,9354712
331310,Insert,1675
331310,Find,681
331310,Delete,1079
331310,Memory,9356456
331410,Insert,1168
331410,Find,668
331410,Delete,942
331410,Memory,9356952
331510,Insert,1222
331510,Find,620
331510,Delete,975
331510,Memory,9366280
331610,Insert,1602
331610,Find,684
331610,Delete,944
331610,Memory,9364472
331710,Insert,1217
331710,Find,800
331710,Delete,1033
331710,Memory,9367272
331810,Insert,1328
